Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread
GCI Communication Corp.,ALASKA,1318.49142857143,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,1011.74857142857,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,2398.62857142857,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,646.674285714286,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,722.102857142857,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,722.102857142857,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,1614.17142857143,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,985.6,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Fiber,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,1318.49142857143,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Fiber,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,1000,100.0,inf,179.99,0.0,0.0,179.99,0.0
GCI Communication Corp.,ALASKA,985.6,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,646.674285714286,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,2398.62857142857,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,2398.62857142857,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Fiber,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,50,10.0,inf,129.99,0.0,0.0,129.99,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Fiber,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
SPITwSPOTS Inc.,ALASKA,4.02285714285714,Fixed wireless,150,50.0,inf,199.0,0.0,0.0,199.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,1000,200.0,inf,189.98,0.0,0.0,189.98,0.0
GCI Communication Corp.,ALASKA,1540.75428571429,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
GCI Communication Corp.,ALASKA,1318.49142857143,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,25,6.0,inf,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,807.588571428572,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,50,10.0,inf,129.99,0.0,0.0,129.99,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
GCI Communication Corp.,ALASKA,1688.59428571429,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Fiber,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,1815.31428571429,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,722.102857142857,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,1614.17142857143,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,9.05142857142857,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
GCI Communication Corp.,ALASKA,1540.75428571429,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,1540.75428571429,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,50,20.0,inf,139.98,0.0,0.0,139.98,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Fiber,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,1614.17142857143,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
GCI Communication Corp.,ALASKA,807.588571428572,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,25,6.0,inf,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,807.588571428572,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
GCI Communication Corp.,ALASKA,1688.59428571429,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
SPITwSPOTS Inc.,ALASKA,4.02285714285714,Fixed wireless,10,3.0,inf,89.0,0.0,0.0,89.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
SPITwSPOTS Inc.,ALASKA,4.02285714285714,Fixed wireless,18,6.0,inf,99.0,0.0,0.0,99.0,0.0
SPITwSPOTS Inc.,ALASKA,4.02285714285714,Fixed wireless,50,15.0,inf,129.0,0.0,0.0,129.0,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Fiber,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Fiber,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
SPITwSPOTS Inc.,ALASKA,9.05142857142857,Fixed wireless,75,25.0,inf,159.0,0.0,0.0,159.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,9.05142857142857,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
SPITwSPOTS Inc.,ALASKA,2.01142857142857,Fixed wireless,50,15.0,inf,129.0,0.0,0.0,129.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
Cellco Partnership,ALASKA,2.01142857142857,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
Cellco Partnership,ALASKA,3.01714285714286,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
GCI Communication Corp.,ALASKA,1815.31428571429,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,9.05142857142857,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
SPITwSPOTS Inc.,ALASKA,2.01142857142857,Fixed wireless,75,25.0,inf,159.0,0.0,0.0,159.0,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
GCI Communication Corp.,ALASKA,567.222857142857,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,50,20.0,inf,139.98,0.0,0.0,139.98,0.0
GCI Communication Corp.,ALASKA,2010.42285714286,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,2010.42285714286,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
SPITwSPOTS Inc.,ALASKA,9.05142857142857,Fixed wireless,18,6.0,inf,99.0,0.0,0.0,99.0,0.0
SPITwSPOTS Inc.,ALASKA,9.05142857142857,Fixed wireless,50,15.0,inf,129.0,0.0,0.0,129.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
SPITwSPOTS Inc.,ALASKA,2.01142857142857,Fixed wireless,10,3.0,inf,89.0,0.0,0.0,89.0,0.0
"Borealis Broadband, Inc.",ALASKA,9.05142857142857,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
SPITwSPOTS Inc.,ALASKA,2.01142857142857,Fixed wireless,18,6.0,inf,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,466.902857142857,Fiber,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
SPITwSPOTS Inc.,ALASKA,2.01142857142857,Fixed wireless,150,50.0,inf,199.0,0.0,0.0,199.0,0.0
GCI Communication Corp.,ALASKA,1688.59428571429,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,9.05142857142857,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
GCI Communication Corp.,ALASKA,2010.42285714286,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
SPITwSPOTS Inc.,ALASKA,9.05142857142857,Fixed wireless,150,50.0,inf,199.0,0.0,0.0,199.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,80,40.0,inf,149.98,0.0,0.0,149.98,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,Fiber,1000,100.0,inf,179.99,0.0,0.0,179.99,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,Fiber,1000,200.0,inf,189.98,0.0,0.0,189.98,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,Fiber,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,DSL,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,DSL,25,6.0,inf,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,234.834285714286,Fiber,25,6.0,inf,109.99,0.0,0.0,109.99,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
Cellco Partnership,ALASKA,2.01142857142857,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
Cellco Partnership,ALASKA,3.01714285714286,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
GCI Communication Corp.,ALASKA,1594.05714285714,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,1594.05714285714,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Fiber,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Fiber,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Fiber,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
GCI Communication Corp.,ALASKA,567.222857142857,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
GCI Communication Corp.,ALASKA,567.222857142857,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
GCI Communication Corp.,ALASKA,367.085714285714,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
"Borealis Broadband, Inc.",ALASKA,4.02285714285714,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,DSL,80,20.0,inf,139.99,0.0,0.0,139.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,80,20.0,inf,139.99,0.0,0.0,139.99,0.0
Matanuska Telecom Association Inc.,ALASKA,150.354285714286,Fiber,80,40.0,inf,149.98,0.0,0.0,149.98,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
Matanuska Telecom Association Inc.,ALASKA,110.377142857143,Fiber,80,40.0,inf,149.98,0.0,0.0,149.98,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
Matanuska Telecom Association Inc.,ALASKA,180.022857142857,Fiber,1000,200.0,inf,189.98,0.0,0.0,189.98,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
SPITwSPOTS Inc.,ALASKA,4.02285714285714,Fixed wireless,75,25.0,inf,159.0,0.0,0.0,159.0,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
GCI Communication Corp.,ALASKA,305.485714285714,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
GCI Communication Corp.,ALASKA,273.554285714286,Cable,2500,75.0,inf,184.99,0.0,0.0,184.99,0.0
Matanuska Telecom Association Inc.,ALASKA,183.291428571429,Fiber,80,40.0,inf,149.98,0.0,0.0,149.98,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,1.00571428571429,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
Matanuska Telecom Association Inc.,ALASKA,110.377142857143,Fiber,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
Matanuska Telecom Association Inc.,ALASKA,110.377142857143,DSL,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,30,30.0,1000.0,170.0,0.0,0.0,170.0,0.0
"Borealis Broadband, Inc.",ALASKA,11.0628571428571,Fixed wireless,5,5.0,1000.0,55.0,0.0,0.0,55.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
"Borealis Broadband, Inc.",ALASKA,5.02857142857143,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,10,10.0,1000.0,99.0,0.0,0.0,99.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,100,100.0,1000.0,200.0,0.0,0.0,200.0,0.0
"Borealis Broadband, Inc.",ALASKA,6.03428571428571,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
Matanuska Telecom Association Inc.,ALASKA,73.5847619047619,DSL,50,20.0,inf,139.98,0.0,0.0,139.98,0.0
Matanuska Telecom Association Inc.,ALASKA,73.5847619047619,DSL,80,20.0,inf,139.98,0.0,0.0,139.98,0.0
Matanuska Telecom Association Inc.,ALASKA,220.754285714286,Fiber,80,20.0,inf,139.99,0.0,0.0,139.99,0.0
GCI Communication Corp.,ALASKA,1510.58285714286,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,110.377142857143,DSL,80,40.0,inf,149.98,0.0,0.0,149.98,0.0
Matanuska Telecom Association Inc.,ALASKA,180.022857142857,Fiber,1000,100.0,inf,179.99,0.0,0.0,179.99,0.0
Cellco Partnership,ALASKA,2.01142857142857,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
GCI Communication Corp.,ALASKA,1174.67428571429,Cable,500,20.0,600.0,109.99,0.0,0.0,109.99,0.0
Matanuska Telecom Association Inc.,ALASKA,180.022857142857,Fiber,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
Matanuska Telecom Association Inc.,ALASKA,180.022857142857,DSL,25,12.0,inf,119.98,0.0,0.0,119.98,0.0
"Borealis Broadband, Inc.",ALASKA,3.01714285714286,Fixed wireless,7,7.0,1000.0,75.0,0.0,0.0,75.0,0.0
GCI Communication Corp.,ALASKA,1379.84,Cable,1000,40.0,1000.0,159.99,0.0,0.0,159.99,0.0
"Borealis Broadband, Inc.",ALASKA,7.04,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
Cellco Partnership,ALASKA,1.00571428571429,Fixed wireless,50,5.0,inf,60.0,0.0,0.0,60.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,15,15.0,1000.0,130.0,0.0,0.0,130.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,20,20.0,1000.0,150.0,0.0,0.0,150.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,200,200.0,1000.0,300.0,0.0,0.0,300.0,0.0
"Borealis Broadband, Inc.",ALASKA,2.01142857142857,Fixed wireless,3,3.0,1000.0,40.0,0.0,0.0,40.0,0.0
